Date,w_k,rolling_min,rolling_max,min_max_threshold,max_min_threshold
2019-01-03,0.9483047250420502,0.9106812943057405,1.0993851319882555,1.080514748220004,0.929551678073992
2019-01-04,1.033420995336217,0.9106812943057405,1.0993851319882555,1.080514748220004,0.929551678073992
2019-01-05,0.991333949711176,0.9106812943057405,1.0993851319882555,1.080514748220004,0.929551678073992
2019-01-06,1.0636416895944651,0.9106812943057405,1.0993851319882555,1.080514748220004,0.929551678073992
2019-01-07,0.9313391432146578,0.9106812943057405,1.0993851319882555,1.080514748220004,0.929551678073992
2019-01-08,1.0141743724525607,0.9106812943057405,1.0993851319882555,1.080514748220004,0.929551678073992
2019-01-09,0.999712888488095,0.9106812943057405,1.0993851319882555,1.080514748220004,0.929551678073992
2019-01-10,0.9106812943057405,0.9106812943057405,1.0993851319882555,1.080514748220004,0.929551678073992
2019-01-11,1.0993851319882555,0.9106812943057405,1.0993851319882555,1.080514748220004,0.929551678073992
2019-01-12,0.990658450876215,0.9106812943057405,1.0993851319882555,1.080514748220004,0.929551678073992
2019-01-13,0.9773155047704696,0.9106812943057405,1.0993851319882555,1.080514748220004,0.929551678073992
2019-01-14,1.074899891851048,0.9106812943057405,1.0993851319882555,1.080514748220004,0.929551678073992
2019-01-15,0.9391907629597127,0.9106812943057405,1.0993851319882555,1.080514748220004,0.929551678073992
2019-01-16,1.0276019303694819,0.9106812943057405,1.0993851319882555,1.080514748220004,0.929551678073992
2019-01-17,0.9997452166415759,0.9106812943057405,1.0993851319882555,1.080514748220004,0.929551678073992
2019-01-18,0.9879983002800602,0.9106812943057405,1.0993851319882555,1.080514748220004,0.929551678073992
2019-01-19,1.0251116413797616,0.9106812943057405,1.0993851319882555,1.080514748220004,0.929551678073992
2019-01-20,0.947469369902617,0.9106812943057405,1.0993851319882555,1.080514748220004,0.929551678073992
2019-01-21,1.0282388833787717,0.9106812943057405,1.0993851319882555,1.080514748220004,0.929551678073992
2019-01-22,1.0150237126728576,0.9106812943057405,1.0993851319882555,1.080514748220004,0.929551678073992
2019-01-23,0.986726675521861,0.9106812943057405,1.0993851319882555,1.080514748220004,0.929551678073992
2019-01-24,1.009841212295964,0.9106812943057405,1.0993851319882555,1.080514748220004,0.929551678073992
2019-01-25,0.9953241147739251,0.9106812943057405,1.0993851319882555,1.080514748220004,0.929551678073992
2019-01-26,1.0010542387188905,0.9106812943057405,1.0993851319882555,1.080514748220004,0.929551678073992
2019-01-27,0.9941219686905062,0.9106812943057405,1.0993851319882555,1.080514748220004,0.929551678073992
2019-01-28,0.9733238151940597,0.9106812943057405,1.0993851319882555,1.080514748220004,0.929551678073992
2019-01-29,1.0260632956250526,0.9106812943057405,1.0993851319882555,1.080514748220004,0.929551678073992
2019-01-30,1.0175877848317183,0.9391907629597127,1.0993851319882555,1.0833656950854011,0.9552101998625669
2019-01-31,0.9810269088022099,0.9391907629597127,1.074899891851048,1.0613289789619145,0.9527616758488462
2019-02-01,1.0170019041487526,0.9391907629597127,1.074899891851048,1.0613289789619145,0.9527616758488462
2019-02-02,1.0007673898851914,0.9391907629597127,1.074899891851048,1.0613289789619145,0.9527616758488462
2019-02-03,0.9745456502298099,0.9391907629597127,1.0282388833787717,1.0193340713368657,0.9480955750016186
2019-02-04,1.0150426556908618,0.947469369902617,1.0282388833787717,1.0201619320311561,0.9555463212502324
2019-02-05,1.0034901201729214,0.947469369902617,1.0282388833787717,1.0201619320311561,0.9555463212502324
2019-02-06,0.9827820169491555,0.947469369902617,1.0282388833787717,1.0201619320311561,0.9555463212502324
2019-02-07,1.011152844837953,0.947469369902617,1.0282388833787717,1.0201619320311561,0.9555463212502324
2019-02-08,1.0831684752433048,0.947469369902617,1.0831684752433048,1.069598564709236,0.9610392804366857
2019-02-09,0.9282183015808955,0.9282183015808955,1.0831684752433048,1.067673457877064,0.9437133189471364
2019-02-10,1.003960119553058,0.9282183015808955,1.0831684752433048,1.067673457877064,0.9437133189471364
2019-02-11,0.9835977579372721,0.9282183015808955,1.0831684752433048,1.067673457877064,0.9437133189471364
2019-02-12,1.012858628908527,0.9282183015808955,1.0831684752433048,1.067673457877064,0.9437133189471364
2019-02-13,0.9927396305785777,0.9282183015808955,1.0831684752433048,1.067673457877064,0.9437133189471364
2019-02-14,1.001701115335588,0.9282183015808955,1.0831684752433048,1.067673457877064,0.9437133189471364
2019-02-15,1.0052907834282485,0.9282183015808955,1.0831684752433048,1.067673457877064,0.9437133189471364
2019-02-16,1.0013911612906006,0.9282183015808955,1.0831684752433048,1.067673457877064,0.9437133189471364
2019-02-17,1.0096322002612301,0.9282183015808955,1.0831684752433048,1.067673457877064,0.9437133189471364
2019-02-18,1.0530588485081072,0.9282183015808955,1.0831684752433048,1.067673457877064,0.9437133189471364
2019-02-19,0.9457477195527724,0.9282183015808955,1.0831684752433048,1.067673457877064,0.9437133189471364
2019-02-20,1.005301815138493,0.9282183015808955,1.0831684752433048,1.067673457877064,0.9437133189471364
2019-02-21,0.9755423996028751,0.9282183015808955,1.0831684752433048,1.067673457877064,0.9437133189471364
2019-02-22,1.024709688395002,0.9282183015808955,1.0831684752433048,1.067673457877064,0.9437133189471364
2019-02-23,1.020929453710177,0.9282183015808955,1.0831684752433048,1.067673457877064,0.9437133189471364
2019-02-24,0.8894113308833788,0.8894113308833788,1.0831684752433048,1.0637927608073123,0.9087870453193714
2019-02-25,1.107774464102291,0.8894113308833788,1.107774464102291,1.0859381507803998,0.9112476442052699
2019-02-26,0.974224171355222,0.8894113308833788,1.107774464102291,1.0859381507803998,0.9112476442052699
